Airline Name,Departure Date,Departure Month,Arrival Time,Departure Time,Source,Destination,Duration,Total Stops,Price
Air Asia,1,6,12:55,10:20,Kolkata,Banglore,2h 35m,non-stop,4409
Air Asia,1,6,22:25,7:55,Delhi,Cochin,14h 30m,1 stop,8759
Air India,3,3,23:55,0:30,Banglore,New Delhi,23h 25m,1 stop,10394
IndiGo,18,3,14:00,11:35,Chennai,Kolkata,2h 25m,non-stop,3858
Air Asia,15,6,13:25,7:55,Delhi,Cochin,5h 30m,1 stop,6253
Jet Airways,27,5,5/28/2022 12:35,19:10,Delhi,Cochin,17h 25m,2 stops,15129
GoAir,24,3,14:25,6:35,Kolkata,Banglore,7h 50m,1 stop,4773
Jet Airways,21,5,5/22/2022 9:20,6:30,Kolkata,Banglore,26h 50m,1 stop,9663
Jet Airways,12,6,6/13/2022 9:45,17:00,Kolkata,Banglore,16h 45m,1 stop,12692
IndiGo,6,6,4:15,1:30,Banglore,Delhi,2h 45m,non-stop,3943
Jet Airways,12,5,5/13/2022 21:05,17:00,Kolkata,Banglore,28h 5m,1 stop,10703
IndiGo,27,3,21:00,6:40,Delhi,Cochin,14h 20m,1 stop,8784
Multiple carriers,9,6,19:00,9:15,Delhi,Cochin,9h 45m,1 stop,11622
IndiGo,24,5,5/25/2022 0:25,22:05,Chennai,Kolkata,2h 20m,non-stop,5277
Air Asia,21,5,5/22/2022 7:10,16:45,Delhi,Cochin,14h 25m,1 stop,8327
IndiGo,9,3,8:50,5:35,Delhi,Cochin,3h 15m,non-stop,6885
Jet Airways,12,6,20:45,17:45,Banglore,Delhi,3h,non-stop,8016
IndiGo,1,6,6/2/2022 4:35,23:30,Delhi,Cochin,5h 5m,1 stop,10112
IndiGo,6,3,3/7/2022 1:35,17:30,Delhi,Cochin,8h 5m,1 stop,14871
Jet Airways,9,6,19:00,9:00,Delhi,Cochin,10h,1 stop,10262
Jet Airways,24,3,21:05,19:35,Mumbai,Hyderabad,1h 30m,non-stop,2470
Air India,9,3,3/10/2022 9:25,13:15,Delhi,Cochin,20h 10m,2 stops,11622
Vistara,6,5,5/7/2022 10:45,20:20,Kolkata,Banglore,14h 25m,1 stop,8662
Air India,24,6,6/25/2022 19:15,17:15,Delhi,Cochin,26h,2 stops,11972
Jet Airways,6,6,6/7/2022 4:25,9:25,Delhi,Cochin,19h,2 stops,11992
Jet Airways,18,5,5/19/2022 4:25,10:00,Delhi,Cochin,18h 25m,1 stop,12373
Multiple carriers,1,6,6/2/2022 1:30,10:00,Delhi,Cochin,15h 30m,1 stop,7198
Jet Airways,15,6,12:35,7:05,Delhi,Cochin,5h 30m,1 stop,14714
IndiGo,9,6,6/10/2022 1:30,16:00,Delhi,Cochin,9h 30m,1 stop,6316
Air India,27,3,3/28/2022 8:15,17:40,Delhi,Cochin,14h 35m,1 stop,5998
Jet Airways,12,6,6/13/2022 16:20,18:55,Kolkata,Banglore,21h 25m,1 stop,13044
Multiple carriers,12,6,22:30,13:05,Delhi,Cochin,9h 25m,1 stop,9646
Air Asia,27,6,6/28/2022 7:10,16:45,Delhi,Cochin,14h 25m,1 stop,6451
GoAir,24,6,12:55,7:00,Delhi,Cochin,5h 55m,1 stop,5281
Jet Airways,1,5,21:05,19:35,Mumbai,Hyderabad,1h 30m,non-stop,2228
IndiGo,1,6,8:50,6:05,Banglore,Delhi,2h 45m,non-stop,3943
Air India,15,6,6/16/2022 7:40,10:55,Delhi,Cochin,20h 45m,2 stops,11753
Jet Airways,24,6,6/25/2022 12:35,23:05,Delhi,Cochin,13h 30m,2 stops,12819
Jet Airways,21,3,3/22/2022 18:50,13:55,Delhi,Cochin,28h 55m,2 stops,8728
SpiceJet,9,5,13:15,8:45,Delhi,Cochin,4h 30m,1 stop,4812
Jet Airways,1,5,5/2/2022 22:05,17:00,Kolkata,Banglore,29h 5m,1 stop,14151
Vistara,1,5,5/2/2022 9:05,20:20,Kolkata,Banglore,12h 45m,1 stop,8452
IndiGo,24,3,20:15,15:10,Kolkata,Banglore,5h 5m,1 stop,6762
Jet Airways,12,3,3/13/2022 13:15,18:55,Banglore,New Delhi,18h 20m,1 stop,13817
Jet Airways,21,5,5/22/2022 12:35,14:00,Delhi,Cochin,22h 35m,1 stop,12898
IndiGo,6,4,23:45,19:20,Kolkata,Banglore,4h 25m,1 stop,3480
Jet Airways,1,3,21:20,11:40,Banglore,New Delhi,9h 40m,1 stop,27992
Jet Airways,21,3,3/22/2022 4:25,18:25,Delhi,Cochin,10h,2 stops,7791
Air India,21,3,23:00,6:10,Delhi,Cochin,16h 50m,1 stop,5704
IndiGo,21,5,22:15,16:35,Kolkata,Banglore,5h 40m,1 stop,5268
GoAir,6,6,14:30,11:40,Banglore,Delhi,2h 50m,non-stop,3898
SpiceJet,15,3,11:30,9:00,Kolkata,Banglore,2h 30m,non-stop,3847
Multiple carriers,12,6,19:00,7:30,Delhi,Cochin,11h 30m,1 stop,10877
Multiple carriers,9,4,19:15,8:45,Delhi,Cochin,10h 30m,1 stop,8371
Multiple carriers,6,6,22:30,7:10,Delhi,Cochin,15h 20m,1 stop,7038
Jet Airways,9,6,16:20,6:30,Kolkata,Banglore,9h 50m,1 stop,14571
Jet Airways,9,6,6/10/2022 9:20,20:00,Kolkata,Banglore,13h 20m,1 stop,11841
Jet Airways,18,5,5/19/2022 12:35,13:25,Delhi,Cochin,23h 10m,2 stops,15129
SpiceJet,15,6,6/16/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,3841
Jet Airways,24,6,6/25/2022 12:35,11:30,Delhi,Cochin,25h 5m,1 stop,10262
Air India,6,4,23:20,20:45,Kolkata,Banglore,2h 35m,non-stop,4460
IndiGo,3,3,21:20,18:25,Banglore,New Delhi,2h 55m,non-stop,7648
Vistara,6,6,20:20,7:10,Kolkata,Banglore,13h 10m,1 stop,8610
IndiGo,18,6,15:35,13:15,Chennai,Kolkata,2h 20m,non-stop,3597
IndiGo,24,6,16:10,7:35,Delhi,Cochin,8h 35m,1 stop,6442
IndiGo,9,3,21:00,6:40,Delhi,Cochin,14h 20m,1 stop,12351
Multiple carriers,21,5,5/22/2022 1:30,17:30,Delhi,Cochin,8h,1 stop,14067
IndiGo,15,5,22:50,20:00,Banglore,Delhi,2h 50m,non-stop,4823
Vistara,24,3,3/25/2022 22:10,17:00,Kolkata,Banglore,29h 10m,1 stop,12102
Jet Airways,24,5,8:30,7:05,Mumbai,Hyderabad,1h 25m,non-stop,8040
IndiGo,3,3,13:00,10:05,Banglore,New Delhi,2h 55m,non-stop,7648
IndiGo,9,5,7:25,2:00,Delhi,Cochin,5h 25m,1 stop,6582
Vistara,12,6,14:20,11:30,Banglore,Delhi,2h 50m,non-stop,4668
IndiGo,1,4,22:50,20:00,Banglore,Delhi,2h 50m,non-stop,4823
SpiceJet,1,5,5/2/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,3873
Multiple carriers,18,5,19:15,10:20,Delhi,Cochin,8h 55m,1 stop,8476
IndiGo,27,5,12:30,7:15,Delhi,Cochin,5h 15m,1 stop,5636
Jet Airways,12,5,19:50,8:25,Kolkata,Banglore,11h 25m,1 stop,8586
IndiGo,6,6,21:20,18:25,Banglore,Delhi,2h 55m,non-stop,4823
Air India,6,3,8:00,5:10,Delhi,Cochin,2h 50m,non-stop,6881
Jet Airways,9,5,22:35,14:05,Kolkata,Banglore,8h 30m,1 stop,10844
IndiGo,24,4,23:15,19:35,Kolkata,Banglore,3h 40m,1 stop,4226
Jet Airways,9,5,5/10/2022 19:00,19:15,Delhi,Cochin,23h 45m,1 stop,12373
Air India,6,6,21:50,8:20,Kolkata,Banglore,13h 30m,2 stops,10697
Jet Airways,3,6,11:50,10:20,Mumbai,Hyderabad,1h 30m,non-stop,4995
Air India,24,6,6/25/2022 19:15,16:40,Delhi,Cochin,26h 35m,2 stops,9443
Jet Airways,18,5,5/19/2022 4:25,5:30,Delhi,Cochin,22h 55m,2 stops,13029
Jet Airways,21,3,3/23/2022 4:25,18:25,Delhi,Cochin,34h,2 stops,12347
Multiple carriers,9,6,21:00,13:00,Delhi,Cochin,8h,1 stop,7408
Jet Airways,1,4,4/2/2022 9:20,18:55,Kolkata,Banglore,14h 25m,1 stop,7064
Jet Airways,6,3,3/7/2022 4:25,13:00,Delhi,Cochin,15h 25m,1 stop,13843
IndiGo,12,4,18:05,15:30,Kolkata,Banglore,2h 35m,non-stop,4174
Multiple carriers,15,5,21:00,11:35,Delhi,Cochin,9h 25m,3 stops,16294
SpiceJet,18,5,9:30,6:55,Kolkata,Banglore,2h 35m,non-stop,3841
IndiGo,15,6,6:50,4:00,Banglore,Delhi,2h 50m,non-stop,4423
Air India,12,6,8:00,5:10,Delhi,Cochin,2h 50m,non-stop,5201
Air India,3,3,3/7/2022 11:10,6:45,Banglore,New Delhi,28h 25m,2 stops,12599
IndiGo,21,5,7:55,6:25,Mumbai,Hyderabad,1h 30m,non-stop,4049
Air India,24,5,5/25/2022 10:30,9:25,Kolkata,Banglore,25h 5m,2 stops,12797
Jet Airways,24,5,5/25/2022 10:55,20:25,Kolkata,Banglore,14h 30m,1 stop,13067
Vistara,24,5,5/25/2022 18:50,20:20,Kolkata,Banglore,22h 30m,1 stop,9345
IndiGo,21,5,12:10,5:05,Delhi,Cochin,7h 5m,1 stop,6818
Jet Airways,3,5,11:50,10:20,Mumbai,Hyderabad,1h 30m,non-stop,8040
Jet Airways,12,6,6/13/2022 12:35,18:20,Delhi,Cochin,18h 15m,2 stops,14300
Multiple carriers,15,5,5/16/2022 1:30,18:15,Delhi,Cochin,7h 15m,1 stop,13727
Jet Airways,21,3,3/19/2022 10:25,16:55,Banglore,New Delhi,17h 30m,1 stop,7832
Multiple carriers,9,3,12:55,4:00,Delhi,Cochin,8h 55m,1 stop,16259
IndiGo,27,6,11:20,8:30,Banglore,Delhi,2h 50m,non-stop,4823
Jet Airways,6,3,3/7/2022 8:15,11:40,Banglore,New Delhi,20h 35m,1 stop,16736
Air India,6,6,6/7/2022 5:25,9:25,Kolkata,Banglore,20h,2 stops,13217
Multiple carriers,27,3,21:00,12:50,Delhi,Cochin,8h 10m,1 stop,6637
Jet Airways,9,6,6/10/2022 12:00,18:55,Kolkata,Banglore,17h 5m,1 stop,10844
Multiple carriers,21,3,19:15,10:00,Delhi,Cochin,9h 15m,1 stop,8401
SpiceJet,12,4,11:25,9:00,Kolkata,Banglore,2h 25m,non-stop,3873
Jet Airways,24,6,6/25/2022 4:25,20:00,Delhi,Cochin,8h 25m,2 stops,12410
Jet Airways,18,5,5/19/2022 12:35,23:05,Delhi,Cochin,13h 30m,2 stops,15129
IndiGo,1,5,15:50,13:00,Banglore,Delhi,2h 50m,non-stop,4423
Jet Airways,27,5,19:00,13:00,Delhi,Cochin,6h,1 stop,16079
Air India,6,6,6/7/2022 8:55,14:30,Kolkata,Banglore,18h 25m,2 stops,15894
Multiple carriers,15,5,19:00,4:55,Delhi,Cochin,14h 5m,1 stop,9103
Air India,12,6,6/13/2022 8:15,9:45,Delhi,Cochin,22h 30m,1 stop,8991
Air India,1,4,4/2/2022 18:20,16:50,Kolkata,Banglore,25h 30m,2 stops,7893
IndiGo,3,3,4:00,2:30,Mumbai,Hyderabad,1h 30m,non-stop,4575
SpiceJet,3,5,11:25,9:00,Kolkata,Banglore,2h 25m,non-stop,3873
Jet Airways,21,3,21:20,5:45,Banglore,New Delhi,15h 35m,1 stop,7832
IndiGo,1,5,17:05,14:45,Chennai,Kolkata,2h 20m,non-stop,3597
Jet Airways,24,3,3/25/2022 23:25,21:10,Kolkata,Banglore,26h 15m,1 stop,13759
Jet Airways,27,5,22:00,18:55,Banglore,Delhi,3h 5m,non-stop,7229
SpiceJet,15,4,9:30,6:55,Kolkata,Banglore,2h 35m,non-stop,3873
Multiple carriers,15,5,19:00,6:00,Delhi,Cochin,13h,1 stop,9794
Air India,27,3,3/28/2022 8:15,13:30,Delhi,Cochin,18h 45m,1 stop,6681
IndiGo,21,4,4/22/2022 0:15,21:15,Banglore,Delhi,3h,non-stop,4423
Jet Airways,15,5,19:50,8:25,Kolkata,Banglore,11h 25m,1 stop,10844
IndiGo,1,6,21:00,9:15,Delhi,Cochin,11h 45m,1 stop,7258
Jet Airways,12,6,11:50,10:20,Mumbai,Hyderabad,1h 30m,non-stop,4995
Jet Airways,9,6,6/10/2022 19:00,20:55,Delhi,Cochin,22h 5m,1 stop,14924
Vistara,15,3,3/16/2022 10:25,6:40,Banglore,New Delhi,27h 45m,1 stop,6590
Jet Airways,3,6,6/4/2022 12:35,20:55,Delhi,Cochin,15h 40m,1 stop,10262
SpiceJet,9,3,11:30,9:00,Kolkata,Banglore,2h 30m,non-stop,5515
Jet Airways,27,3,3/28/2022 19:45,19:10,Delhi,Cochin,24h 35m,2 stops,6643
IndiGo,24,6,20:35,19:05,Mumbai,Hyderabad,1h 30m,non-stop,2754
IndiGo,9,6,22:15,17:05,Delhi,Cochin,5h 10m,1 stop,6493
IndiGo,24,5,23:30,18:05,Kolkata,Banglore,5h 25m,1 stop,6218
Air India,6,6,19:15,5:55,Delhi,Cochin,13h 20m,2 stops,10861
IndiGo,6,3,16:10,7:35,Delhi,Cochin,8h 35m,1 stop,7094
SpiceJet,24,3,3/25/2022 0:10,22:45,Mumbai,Hyderabad,1h 25m,non-stop,2227
Jet Airways,21,4,22:50,19:50,Banglore,Delhi,3h,non-stop,4544
Air India,21,3,16:20,5:50,Banglore,New Delhi,10h 30m,2 stops,7664
Jet Airways,27,6,20:45,17:45,Banglore,Delhi,3h,non-stop,8016
Air Asia,27,5,5/28/2022 1:20,22:50,Kolkata,Banglore,2h 30m,non-stop,3807
Air India,3,6,19:15,7:10,Delhi,Cochin,12h 5m,2 stops,12698
Jet Airways,24,5,5/25/2022 4:40,6:30,Kolkata,Banglore,22h 10m,1 stop,8586
Jet Airways,1,4,4/2/2022 4:40,6:30,Kolkata,Banglore,22h 10m,1 stop,7064
IndiGo,9,6,8:50,5:35,Delhi,Cochin,3h 15m,non-stop,5601
SpiceJet,21,5,22:05,15:45,Delhi,Cochin,6h 20m,1 stop,7317
Air India,6,5,5/7/2022 10:30,10:00,Kolkata,Banglore,24h 30m,3 stops,12797
IndiGo,6,4,10:30,6:15,Kolkata,Banglore,4h 15m,1 stop,4226
Jet Airways,12,5,23:35,17:00,Kolkata,Banglore,6h 35m,1 stop,14151
IndiGo,27,3,3/28/2022 1:35,10:45,Delhi,Cochin,14h 50m,1 stop,6628
IndiGo,9,3,6:50,4:00,Banglore,New Delhi,2h 50m,non-stop,8033
Multiple carriers,1,6,19:00,10:35,Delhi,Cochin,8h 25m,1 stop,11200
IndiGo,24,6,18:05,15:30,Kolkata,Banglore,2h 35m,non-stop,4804
Air Asia,12,6,6/13/2022 10:40,22:40,Kolkata,Banglore,12h,1 stop,5192
Jet Airways,12,6,6/13/2022 4:25,9:40,Delhi,Cochin,18h 45m,2 stops,13014
Jet Airways,21,5,5/22/2022 22:35,21:10,Kolkata,Banglore,25h 25m,1 stop,10844
Multiple carriers,6,3,15:30,7:00,Delhi,Cochin,8h 30m,1 stop,15603
GoAir,3,4,10:40,7:45,Banglore,Delhi,2h 55m,non-stop,4239
Jet Airways,12,6,6/13/2022 10:05,14:05,Kolkata,Banglore,20h,1 stop,13044
Jet Airways,27,5,5/28/2022 19:00,18:15,Delhi,Cochin,24h 45m,1 stop,12898
SpiceJet,1,4,17:15,8:35,Kolkata,Banglore,8h 40m,1 stop,6013
Jet Airways,6,5,22:35,16:30,Kolkata,Banglore,6h 5m,1 stop,14781
Jet Airways,21,3,3/22/2022 4:25,17:30,Delhi,Cochin,10h 55m,1 stop,12557
Multiple carriers,6,3,18:50,4:45,Delhi,Cochin,14h 5m,1 stop,13875
Jet Airways,15,6,6/16/2022 4:25,9:35,Delhi,Cochin,18h 50m,2 stops,11507
Air India,18,6,16:45,14:15,Kolkata,Banglore,2h 30m,non-stop,5510
GoAir,24,3,3/25/2022 0:05,16:25,Kolkata,Banglore,7h 40m,1 stop,10198
Jet Airways,12,6,17:35,10:20,Kolkata,Banglore,7h 15m,1 stop,8355
Jet Airways,1,6,22:00,18:55,Banglore,Delhi,3h 5m,non-stop,8016
IndiGo,27,5,21:00,10:35,Delhi,Cochin,10h 25m,1 stop,6314
Air India,9,3,8:00,5:10,Delhi,Cochin,2h 50m,non-stop,5831
Jet Airways,24,6,6/25/2022 4:25,19:15,Delhi,Cochin,9h 10m,1 stop,10262
Multiple carriers,6,3,3/7/2022 1:35,13:55,Delhi,Cochin,11h 40m,1 stop,15136
Jet Airways,21,3,3/19/2022 10:25,20:35,Banglore,New Delhi,13h 50m,1 stop,7832
SpiceJet,24,3,10:35,8:20,Chennai,Kolkata,2h 15m,non-stop,3859
IndiGo,6,4,17:45,15:15,Kolkata,Banglore,2h 30m,non-stop,4174
Jet Airways,6,3,11:25,5:45,Banglore,New Delhi,5h 40m,1 stop,19225
IndiGo,9,3,21:00,4:45,Delhi,Cochin,16h 15m,1 stop,10518
IndiGo,6,4,10:05,7:10,Banglore,Delhi,2h 55m,non-stop,4823
Air India,24,3,12:45,10:00,Banglore,New Delhi,2h 45m,non-stop,7276
Multiple carriers,9,6,19:00,10:00,Delhi,Cochin,9h,1 stop,12192
Air Asia,1,6,6/2/2022 7:10,16:45,Delhi,Cochin,14h 25m,1 stop,11410
Air India,21,5,5/22/2022 1:20,10:00,Kolkata,Banglore,15h 20m,2 stops,13033
Jet Airways,1,3,15:15,5:45,Banglore,New Delhi,9h 30m,1 stop,26890
IndiGo,27,6,17:45,15:15,Kolkata,Banglore,2h 30m,non-stop,4804
Jet Airways,15,5,5/16/2022 20:45,18:55,Kolkata,Banglore,25h 50m,1 stop,10844
Air India,12,6,6/13/2022 19:15,12:55,Delhi,Cochin,30h 20m,2 stops,12436
IndiGo,21,6,10:05,7:10,Banglore,Delhi,2h 55m,non-stop,4823
IndiGo,3,6,22:50,21:20,Mumbai,Hyderabad,1h 30m,non-stop,2227
Jet Airways,1,6,6/2/2022 12:35,20:55,Delhi,Cochin,15h 40m,1 stop,10262
Jet Airways,3,3,3/4/2022 4:25,8:00,Delhi,Cochin,20h 25m,1 stop,17024
Jet Airways,27,3,3/28/2022 4:25,6:20,Delhi,Cochin,22h 5m,2 stops,9296
Air India,6,6,21:10,18:05,Delhi,Cochin,3h 5m,non-stop,6094
Jet Airways,9,6,6/10/2022 4:40,8:25,Kolkata,Banglore,20h 15m,1 stop,8586
Jet Airways,15,6,6/16/2022 4:25,6:45,Delhi,Cochin,21h 40m,2 stops,10919
GoAir,9,6,6/10/2022 0:15,16:40,Kolkata,Banglore,7h 35m,1 stop,9495
Jet Airways,12,6,6/13/2022 4:25,21:50,Delhi,Cochin,6h 35m,1 stop,14714
Air India,24,6,17:10,14:10,Delhi,Cochin,3h,non-stop,5201
Air India,27,3,3/28/2022 9:25,9:45,Delhi,Cochin,23h 40m,2 stops,7090
IndiGo,15,5,10:40,9:10,Mumbai,Hyderabad,1h 30m,non-stop,4575
Multiple carriers,15,5,16:10,7:05,Delhi,Cochin,9h 5m,1 stop,9646
IndiGo,12,6,7:25,2:00,Delhi,Cochin,5h 25m,1 stop,5636
Multiple carriers,15,6,16:10,7:05,Delhi,Cochin,9h 5m,1 stop,9646
Jet Airways,9,3,21:10,19:40,Mumbai,Hyderabad,1h 30m,non-stop,4050
Jet Airways,9,6,6/10/2022 19:00,21:50,Delhi,Cochin,21h 10m,1 stop,14714
IndiGo,18,6,17:45,15:15,Kolkata,Banglore,2h 30m,non-stop,4804
Jet Airways,9,6,6/10/2022 19:00,18:15,Delhi,Cochin,24h 45m,1 stop,10577
GoAir,15,6,23:40,20:55,Banglore,Delhi,2h 45m,non-stop,3898
Jet Airways,6,6,6/7/2022 12:00,20:00,Kolkata,Banglore,16h,1 stop,14571
Jet Airways,15,6,6/16/2022 4:25,6:45,Delhi,Cochin,21h 40m,2 stops,10919
Jet Airways,18,6,8:45,6:00,Banglore,Delhi,2h 45m,non-stop,8016
IndiGo,21,3,12:00,4:55,Delhi,Cochin,7h 5m,1 stop,6287
Air India,6,6,6/7/2022 7:55,16:50,Kolkata,Banglore,15h 5m,1 stop,8366
Jet Airways,6,3,18:50,11:30,Delhi,Cochin,7h 20m,1 stop,15400
Vistara,3,3,22:20,19:40,Banglore,New Delhi,2h 40m,non-stop,8553
SpiceJet,9,4,9:30,6:55,Kolkata,Banglore,2h 35m,non-stop,3841
Air India,9,4,4/10/2022 7:40,5:55,Delhi,Cochin,25h 45m,2 stops,10021
SpiceJet,24,6,20:05,17:45,Chennai,Kolkata,2h 20m,non-stop,3597
IndiGo,24,5,14:00,11:35,Chennai,Kolkata,2h 25m,non-stop,4332
GoAir,21,6,23:40,20:55,Banglore,Delhi,2h 45m,non-stop,3898
Jet Airways,6,3,3/7/2022 16:50,13:05,Mumbai,Hyderabad,27h 45m,2 stops,21375
Vistara,6,6,23:25,7:10,Kolkata,Banglore,16h 15m,1 stop,8610
IndiGo,15,6,19:50,17:15,Kolkata,Banglore,2h 35m,non-stop,4804
Air India,1,6,6/2/2022 19:15,14:25,Delhi,Cochin,28h 50m,2 stops,13591
Jet Airways,6,5,16:20,6:30,Kolkata,Banglore,9h 50m,1 stop,14781
Jet Airways,15,3,13:15,8:00,Banglore,New Delhi,5h 15m,1 stop,9134
Air India,9,6,6/10/2022 7:40,5:55,Delhi,Cochin,25h 45m,2 stops,10493
Jet Airways,24,3,3/19/2022 9:00,11:40,Banglore,New Delhi,21h 20m,1 stop,8147
SpiceJet,21,6,6/22/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,3873
Jet Airways,9,6,6/10/2022 12:00,18:55,Kolkata,Banglore,17h 5m,1 stop,14571
Air India,3,3,21:25,10:30,Banglore,New Delhi,10h 55m,2 stops,11003
Jet Airways,3,6,6/4/2022 4:25,19:15,Delhi,Cochin,9h 10m,1 stop,10262
Jet Airways,21,3,18:50,2:15,Delhi,Cochin,16h 35m,1 stop,12719
Jet Airways,24,6,6/25/2022 19:00,20:55,Delhi,Cochin,22h 5m,1 stop,10262
Air India,21,6,19:45,17:00,Banglore,Delhi,2h 45m,non-stop,7171
SpiceJet,27,4,8:35,5:55,Banglore,Delhi,2h 40m,non-stop,4423
Multiple carriers,9,3,3/10/2022 1:35,17:25,Delhi,Cochin,8h 10m,1 stop,12616
Air India,1,6,6/2/2022 19:15,17:15,Delhi,Cochin,26h,2 stops,12970
Jet Airways,24,3,3/25/2022 10:05,21:10,Kolkata,Banglore,12h 55m,1 stop,14914
Jet Airways,6,5,4:20,2:55,Mumbai,Hyderabad,1h 25m,non-stop,3210
GoAir,21,4,10:40,7:45,Banglore,Delhi,2h 55m,non-stop,4632
Jet Airways,9,5,5/10/2022 4:25,17:30,Delhi,Cochin,10h 55m,1 stop,12373
IndiGo,15,6,16:55,14:25,Kolkata,Banglore,2h 30m,non-stop,4804
Multiple carriers,3,3,21:00,11:35,Delhi,Cochin,9h 25m,3 stops,21829
Multiple carriers,1,6,21:00,8:00,Delhi,Cochin,13h,1 stop,13587
Jet Airways,27,6,6/29/2022 4:25,23:05,Delhi,Cochin,29h 20m,2 stops,12819
Air Asia,27,3,3/28/2022 7:10,20:10,Delhi,Cochin,11h,1 stop,6151
Jet Airways,1,6,18:10,15:15,Banglore,Delhi,2h 55m,non-stop,8016
Multiple carriers,6,3,18:50,7:30,Delhi,Cochin,11h 20m,1 stop,15135
IndiGo,21,5,5/22/2022 1:30,17:10,Delhi,Cochin,8h 20m,1 stop,6794
Vistara,15,5,5/16/2022 20:20,17:00,Kolkata,Banglore,27h 20m,1 stop,8610
Air India,18,5,5/19/2022 12:30,5:50,Kolkata,Banglore,30h 40m,2 stops,12723
Air India,6,6,6/7/2022 13:15,12:00,Kolkata,Banglore,25h 15m,1 stop,7662
Multiple carriers,9,3,3/10/2022 1:35,17:00,Delhi,Cochin,8h 35m,1 stop,14343
Multiple carriers,1,6,6/2/2022 1:30,10:20,Delhi,Cochin,15h 10m,1 stop,6795
SpiceJet,9,5,5/10/2022 0:40,22:20,Kolkata,Banglore,2h 20m,non-stop,3873
IndiGo,12,6,20:35,19:05,Mumbai,Hyderabad,1h 30m,non-stop,2754
Air India,6,3,21:15,6:10,Mumbai,Hyderabad,15h 5m,1 stop,16666
Multiple carriers,1,6,12:35,4:55,Delhi,Cochin,7h 40m,1 stop,11098
Jet Airways,9,6,6/10/2022 22:05,17:00,Kolkata,Banglore,29h 5m,1 stop,10539
Air India,27,5,19:15,7:00,Delhi,Cochin,12h 15m,1 stop,9929
Jet Airways,12,5,5/13/2022 16:20,16:30,Kolkata,Banglore,23h 50m,1 stop,10844
Jet Airways,6,6,6/7/2022 14:25,9:35,Kolkata,Banglore,28h 50m,1 stop,12692
Jet Airways,21,3,3/22/2022 4:25,20:50,Delhi,Cochin,7h 35m,1 stop,9212
Multiple carriers,15,5,5/16/2022 1:30,15:00,Delhi,Cochin,10h 30m,1 stop,13727
Air Asia,15,6,7:45,4:55,Banglore,Delhi,2h 50m,non-stop,4282
Jet Airways,24,5,5/25/2022 16:20,18:55,Kolkata,Banglore,21h 25m,1 stop,10844
Air India,27,6,6/28/2022 9:25,17:20,Delhi,Cochin,16h 5m,1 stop,7480
IndiGo,1,5,19:55,16:55,Banglore,Delhi,3h,non-stop,4823
Jet Airways,18,5,5/19/2022 12:35,22:50,Delhi,Cochin,13h 45m,1 stop,12373
Multiple carriers,21,3,21:00,11:40,Delhi,Cochin,9h 20m,1 stop,7215
Air India,9,5,5/10/2022 9:25,6:05,Delhi,Cochin,27h 20m,1 stop,7480
Multiple carriers,24,6,21:00,9:00,Delhi,Cochin,12h,1 stop,8143
IndiGo,3,5,21:20,18:25,Banglore,Delhi,2h 55m,non-stop,4823
Jet Airways,6,6,6/7/2022 8:15,20:00,Kolkata,Banglore,12h 15m,1 stop,10844
SpiceJet,12,4,4/13/2022 0:05,21:10,Banglore,Delhi,2h 55m,non-stop,5621
Vistara,18,5,5/19/2022 20:20,20:20,Kolkata,Banglore,24h,1 stop,9555
IndiGo,21,3,4:15,1:30,Banglore,New Delhi,2h 45m,non-stop,4777
SpiceJet,3,3,12:30,9:35,Banglore,New Delhi,2h 55m,non-stop,7648
IndiGo,1,4,14:15,9:20,Kolkata,Banglore,4h 55m,1 stop,10308
Jet Airways,24,5,19:00,11:40,Delhi,Cochin,7h 20m,2 stops,21219
IndiGo,6,5,14:15,9:20,Kolkata,Banglore,4h 55m,1 stop,11319
Jet Airways,15,5,5/16/2022 20:45,21:10,Kolkata,Banglore,23h 35m,1 stop,10844
Multiple carriers,9,5,5/10/2022 1:30,18:15,Delhi,Cochin,7h 15m,1 stop,15078
SpiceJet,1,5,5/2/2022 0:15,22:45,Mumbai,Hyderabad,1h 30m,non-stop,2017
Air Asia,1,6,6/2/2022 1:20,22:50,Kolkata,Banglore,2h 30m,non-stop,4409
IndiGo,9,6,12:10,7:35,Delhi,Cochin,4h 35m,1 stop,5054
Air India,15,3,22:10,5:50,Banglore,New Delhi,16h 20m,2 stops,10111
SpiceJet,18,3,23:20,20:30,Banglore,New Delhi,2h 50m,non-stop,4273
Jet Airways,21,3,3/22/2022 18:50,13:55,Delhi,Cochin,28h 55m,2 stops,8728
Air India,24,5,5/25/2022 7:55,16:50,Kolkata,Banglore,15h 5m,1 stop,8576
Jet Airways,3,6,20:45,17:45,Banglore,Delhi,3h,non-stop,8016
Jet Airways,9,6,18:10,15:15,Banglore,Delhi,2h 55m,non-stop,8016
Jet Airways,18,5,5/19/2022 23:35,20:25,Kolkata,Banglore,27h 10m,1 stop,14151
IndiGo,15,4,8:50,6:05,Banglore,Delhi,2h 45m,non-stop,4423
Jet Airways,15,6,8:30,7:05,Mumbai,Hyderabad,1h 25m,non-stop,4050
